"Crash ID","State","Month","MonthName","Year","Crash Type","Road User","Gender","AgeGroup"
5527914538615922700,"VIC",3,"March",2021,"Single","Pedestrian","Female","65 and over"
8999881680910876700,"VIC",11,"November",2024,"Single","Driver","Male","40-64"
2795009360625897500,"NSW",5,"May",2024,"Single","Pedestrian","Male","26-39"
120221303786,"NSW",10,"October",2022,"Single","Passenger","Male","26-39"
526625136486099710,"VIC",3,"March",2020,"Single","Pedestrian","Female","0-16"
120221301275,"NSW",9,"September",2022,"Multiple","Pedestrian","Male","26-39"
4202014348,"WA",8,"August",2020,"Single","Driver","Male","40-64"
320210001439,"QLD",1,"January",2021,"Single","Pedestrian","Male","17-25"
1425960542770897410,"NSW",7,"July",2024,"Single","Pedestrian","Male","65 and over"
326356094942748100,"NSW",4,"April",2024,"Single","Driver","Male","17-25"
7483787655455647700,"TAS",7,"July",2021,"Multiple","Passenger","Male","26-39"
1202961023568861440,"VIC",6,"June",2024,"Single","Pedestrian","Female","40-64"
120201238312,"NSW",8,"August",2020,"Multiple","Driver","Male","26-39"
5253507615666122800,"NSW",4,"April",2023,"Single","Driver","Male","17-25"
120211268957,"NSW",7,"July",2021,"Single","Motorcycle rider","Male","40-64"
7053889719453154300,"VIC",4,"April",2020,"Multiple","Pedestrian","?","Unknown"
320212112639,"QLD",11,"November",2021,"Single","Driver","Female","26-39"
320211329836,"QLD",7,"July",2021,"Multiple","Passenger","Female","26-39"
3268740371342923800,"QLD",9,"September",2024,"Multiple","Driver","Male","17-25"
520212100045720,"SA",2,"February",2021,"Single","Driver","Male","40-64"
120221301292,"NSW",10,"October",2022,"Single","Passenger","Male","0-16"
120221292287,"NSW",6,"June",2022,"Single","Passenger","Male","17-25"
894913973051731200,"QLD",8,"August",2024,"Multiple","Driver","Male","17-25"
120201221459,"NSW",1,"January",2020,"Single","Pedestrian","Female","65 and over"
8043000151246494700,"SA",8,"August",2024,"Multiple","Motorcycle rider","Male","65 and over"
520212100127862,"SA",6,"June",2021,"Multiple","Motorcycle rider","Male","17-25"
5822836467170737200,"VIC",2,"February",2020,"Single","Driver","Male","65 and over"
320211192923,"QLD",6,"June",2021,"Single","Passenger","Male","40-64"
7930926370520905700,"VIC",11,"November",2023,"Multiple","Motorcycle rider","Male","65 and over"
320202069336,"QLD",10,"October",2020,"Multiple","Passenger","Female","40-64"
5529723794124719100,"NSW",4,"April",2023,"Multiple","Pedestrian","Male","40-64"
8345421908524749800,"VIC",2,"February",2024,"Multiple","Motorcycle rider","Male","17-25"
657975103036094460,"QLD",5,"May",2023,"Single","Driver","Male","40-64"
2402437835707993600,"NSW",5,"May",2023,"Single","Driver","Male","65 and over"
120211254833,"NSW",2,"February",2021,"Single","Driver","Male","40-64"
4202114767,"WA",10,"October",2021,"Single","Motorcycle rider","Male","40-64"
526756868868129600,"QLD",6,"June",2024,"Multiple","Driver","Female","40-64"
4202014228,"WA",4,"April",2020,"Single","Driver","Male","17-25"
6198448970977098800,"VIC",12,"December",2021,"Multiple","Motorcycle rider","Male","65 and over"
7204522608649541600,"SA",12,"December",2024,"Single","Pedestrian","Female","40-64"
583261659410148740,"QLD",9,"September",2022,"Multiple","Driver","Male","26-39"
6911401365051503600,"WA",2,"February",2024,"Multiple","Passenger","Female","65 and over"
120221307859,"NSW",12,"December",2022,"Single","Pedestrian","Male","65 and over"
620202251,"TAS",11,"November",2020,"Multiple","Motorcycle rider","Male","26-39"
320202421896,"QLD",11,"November",2020,"Single","Driver","Male","17-25"
3358572586436639700,"VIC",10,"October",2021,"Single","Driver","Male","17-25"
6477396772880136200,"VIC",1,"January",2023,"Multiple","Passenger","Male","40-64"
5650727632834754600,"NSW",4,"April",2024,"Single","Pedestrian","Male","65 and over"
489260691992918850,"VIC",7,"July",2021,"Multiple","Motorcycle rider","Male","26-39"
320210840492,"QLD",5,"May",2021,"Multiple","Driver","Male","26-39"
2874229527715875800,"NSW",11,"November",2023,"Single","Passenger","Male","17-25"
1660982812975270660,"QLD",4,"April",2023,"Single","Driver","Male","65 and over"
5185474076371323900,"NSW",12,"December",2023,"Single","Driver","Male","40-64"
820211239994,"ACT",1,"January",2021,"Single","Passenger","Male","17-25"
6740520013429877800,"VIC",11,"November",2024,"Multiple","Passenger","Female","40-64"
520222200298072,"SA",12,"December",2022,"Single","Driver","Male","17-25"
120211251908,"NSW",1,"January",2021,"Single","Passenger","Female","17-25"
5927807820796612600,"VIC",9,"September",2023,"Single","Driver","Male","40-64"
5248823696284007400,"NSW",5,"May",2024,"Single","Driver","Male","17-25"
2996638661696553000,"QLD",10,"October",2022,"Single","Driver","Male","40-64"
8304733266518531100,"VIC",9,"September",2023,"Single","Driver","Female","26-39"
6878745519961543700,"VIC",12,"December",2022,"Single","Pedestrian","Female","65 and over"
120221303202,"NSW",10,"October",2022,"Single","Pedestrian","Female","65 and over"
1128729819703806080,"VIC",11,"November",2024,"Single","Driver","Female","17-25"
120201234817,"NSW",6,"June",2020,"Multiple","Driver","Male","65 and over"
520212100260074,"SA",11,"November",2021,"Multiple","Pedal cyclist","Male","40-64"
3258936034433063900,"WA",4,"April",2023,"Multiple","Driver","Male","65 and over"
120201242563,"NSW",9,"September",2020,"Single","Driver","Male","65 and over"
3253246888266420200,"NSW",1,"January",2024,"Single","Pedestrian","Female","40-64"
2178083097604517890,"VIC",1,"January",2023,"Single","Passenger","Female","65 and over"
120201233138,"NSW",5,"May",2020,"Single","Passenger","Male","26-39"
9206742288724226000,"SA",10,"October",2024,"Single","Pedestrian","Male","65 and over"
4202014171,"WA",1,"January",2020,"Multiple","Motorcycle rider","Male","26-39"
2976989375926190100,"VIC",8,"August",2024,"Single","Pedestrian","Male","65 and over"
8879582036644436000,"VIC",7,"July",2021,"Multiple","Driver","Male","40-64"
2977152236515998700,"TAS",8,"August",2024,"Multiple","Driver","Female","40-64"
520212100094864,"SA",4,"April",2021,"Multiple","Motorcycle rider","Male","40-64"
4181155526730673200,"QLD",2,"February",2024,"Multiple","Motorcycle rider","Male","26-39"
8414357297086019600,"WA",10,"October",2024,"Multiple","Passenger","Female","26-39"
6491945253337515000,"TAS",8,"August",2022,"Multiple","Driver","Male","26-39"
716694348279206020,"WA",7,"July",2022,"Single","Driver","Male","26-39"
320211555181,"QLD",8,"August",2021,"Single","Driver","Male","26-39"
3449238678363840000,"NSW",6,"June",2023,"Single","Driver","Male","65 and over"
485526677018952900,"NSW",4,"April",2023,"Single","Pedestrian","Male","26-39"
3646381448672838100,"QLD",11,"November",2024,"Single","Passenger","Male","65 and over"
202601053630977856,"WA",3,"March",2023,"Multiple","Driver","Female","65 and over"
218228634861819488,"WA",12,"December",2023,"Single","Driver","Male","40-64"
3226034517461710800,"WA",3,"March",2022,"Multiple","Driver","Male","40-64"
66814687158178904,"VIC",5,"May",2024,"Single","Driver","Female","40-64"
320201480154,"QLD",7,"July",2020,"Single","Driver","Female","65 and over"
72020159785,"NT",4,"April",2020,"Single","Driver","Female","26-39"
7749762823422097400,"QLD",3,"March",2023,"Multiple","Motorcycle rider","Male","26-39"
8154368236809936900,"QLD",8,"August",2023,"Single","Driver","Male","65 and over"
2766619366532351500,"NSW",4,"April",2024,"Multiple","Passenger","Male","17-25"
3798867226589761500,"TAS",9,"September",2022,"Single","Driver","Male","65 and over"
7885848317732649000,"NSW",9,"September",2024,"Multiple","Driver","Male","40-64"
8642933114975825900,"NSW",6,"June",2023,"Single","Passenger","Male","26-39"
1028913836115482110,"VIC",10,"October",2023,"Multiple","Driver","Female","65 and over"
6021193796094656500,"TAS",12,"December",2021,"Multiple","Motorcycle rider","Female","65 and over"
520202000165345,"SA",7,"July",2020,"Multiple","Motorcycle rider","Male","17-25"
120221307858,"NSW",12,"December",2022,"Multiple","Passenger","Male","26-39"
320210356918,"QLD",2,"February",2021,"Multiple","Passenger","Female","0-16"
1916666086204367870,"NT",12,"December",2022,"Multiple","Pedestrian","Male","0-16"
7939334992132150300,"QLD",2,"February",2022,"Single","Driver","Male","17-25"
320211829730,"QLD",9,"September",2021,"Single","Driver","Male","26-39"
1048240798309723140,"QLD",8,"August",2023,"Multiple","Motorcycle rider","Male","40-64"
4459474069362069500,"NSW",3,"March",2024,"Multiple","Motorcycle rider","Male","40-64"
6837797174150199300,"SA",4,"April",2023,"Single","Driver","Female","26-39"
2425717758631712300,"WA",8,"August",2022,"Single","Motorcycle rider","Male","40-64"
6200205182870363100,"VIC",9,"September",2024,"Multiple","Pedestrian","Male","26-39"
8545726770895151100,"WA",6,"June",2023,"Multiple","Passenger","Male","17-25"
8459369788782017500,"SA",10,"October",2023,"Multiple","Motorcycle rider","Male","40-64"
320210000179,"QLD",12,"December",2020,"Single","Driver","Female","26-39"
520222200093823,"SA",4,"April",2022,"Single","Driver","Male","65 and over"
554332833223617090,"TAS",7,"July",2024,"Multiple","Motorcycle rider","Male","26-39"
320201874999,"QLD",9,"September",2020,"Single","Driver","Male","17-25"
120211256108,"NSW",2,"February",2021,"Multiple","Motorcycle pillion passenger","Female","40-64"
5025601132433110000,"TAS",7,"July",2022,"Single","Motorcycle rider","Male","26-39"
6717216714139997200,"WA",9,"September",2024,"Multiple","Passenger","Male","40-64"
6167668784171053100,"WA",10,"October",2023,"Single","Passenger","Male","0-16"
320202144766,"QLD",10,"October",2020,"Single","Driver","Male","40-64"
4173817102047025200,"VIC",11,"November",2023,"Single","Motorcycle rider","Female","40-64"
2903029423025014300,"QLD",4,"April",2024,"Multiple","Driver","Female","65 and over"
5200099082424340500,"NSW",6,"June",2023,"Multiple","Driver","Male","17-25"
3672711676933575200,"SA",5,"May",2023,"Multiple","Motorcycle rider","Male","40-64"
5345083827920338900,"VIC",9,"September",2020,"Multiple","Driver","Male","26-39"
320210150083,"QLD",1,"January",2021,"Single","Driver","Male","26-39"
8274137608793286700,"VIC",6,"June",2023,"Multiple","Driver","Female","65 and over"
114646813975669840,"WA",4,"April",2023,"Single","Driver","Male","40-64"
120201247498,"NSW",11,"November",2020,"Multiple","Driver","Male","40-64"
4577186824123444700,"SA",9,"September",2023,"Single","Driver","Male","65 and over"
979253515079223940,"NT",8,"August",2024,"Multiple","Driver","Male","40-64"
2083324582657757700,"VIC",10,"October",2023,"Single","Driver","Male","17-25"
8732335855243181100,"WA",7,"July",2023,"Single","Driver","Male","26-39"
1933637608332484860,"NSW",2,"February",2023,"Multiple","Pedal cyclist","Male","40-64"
120211275581,"NSW",11,"November",2021,"Single","Passenger","Female","65 and over"
320212279792,"QLD",12,"December",2021,"Single","Driver","Female","65 and over"
320211248749,"QLD",7,"July",2021,"Single","Passenger","Female","40-64"
4202014428,"WA",11,"November",2020,"Single","Driver","Male","17-25"
1703869008292351740,"NSW",12,"December",2023,"Multiple","Driver","Female","40-64"
2038903245561062910,"SA",12,"December",2024,"Multiple","Motorcycle rider","Male","40-64"
520222200051114,"SA",3,"March",2022,"Single","Passenger","Male","0-16"
4212386348773870100,"NSW",5,"May",2024,"Multiple","Passenger","Female","0-16"
6424613603985086500,"VIC",7,"July",2021,"Single","Driver","Male","65 and over"
5669726920430402600,"VIC",4,"April",2020,"Multiple","Driver","Male","26-39"
320211845786,"QLD",10,"October",2021,"Single","Driver","Male","65 and over"
120201222631,"NSW",1,"January",2020,"Multiple","Motorcycle rider","Male","40-64"
120211287322,"NSW",8,"August",2021,"Multiple","Driver","Male","65 and over"
37764186750791008,"WA",4,"April",2023,"Single","Pedestrian","Female","65 and over"
3481390604387170800,"QLD",4,"April",2024,"Single","Passenger","Female","26-39"
4202014295,"WA",6,"June",2020,"Single","Driver","Male","17-25"
120201227709,"NSW",3,"March",2020,"Single","Motorcycle rider","Male","65 and over"
520202000071594,"SA",3,"March",2020,"Single","Driver","Male","65 and over"
4804175482170185700,"VIC",1,"January",2023,"Multiple","Driver","Female","65 and over"
4630885935280847900,"TAS",7,"July",2024,"Multiple","Driver","Male","17-25"
7426045641415795700,"QLD",4,"April",2024,"Single","Driver","Male","26-39"
7483634409728997400,"QLD",12,"December",2022,"Multiple","Motorcycle rider","Male","65 and over"
120201229239,"NSW",4,"April",2020,"Single","Driver","Male","26-39"
3339481962168213000,"TAS",1,"January",2023,"Single","Driver","Female","40-64"
6731572571454036000,"VIC",2,"February",2023,"Multiple","Motorcycle rider","Male","40-64"
120201223682,"NSW",2,"February",2020,"Single","Driver","Male","17-25"
4202014287,"WA",5,"May",2020,"Multiple","Passenger","Female","26-39"
520212100080130,"SA",4,"April",2021,"Single","Passenger","Female","65 and over"
7455882573075233800,"WA",1,"January",2022,"Single","Passenger","Male","17-25"
2361126471740330000,"NSW",12,"December",2023,"Single","Motorcycle rider","Male","17-25"
120211270965,"NSW",8,"August",2021,"Single","Driver","Male","40-64"
1488888686870266880,"WA",6,"June",2024,"Single","Pedestrian","Male","40-64"
3937139017349807100,"NSW",9,"September",2024,"Single","Driver","Male","17-25"
120201231098,"NSW",5,"May",2020,"Single","Driver","Female","26-39"
120211271819,"NSW",9,"September",2021,"Multiple","Driver","Female","65 and over"
2349802372274575400,"WA",8,"August",2022,"Single","Driver","Male","26-39"
620202236,"TAS",5,"May",2020,"Single","Driver","Male","40-64"
2577074906858419700,"VIC",11,"November",2020,"Multiple","Driver","Female","65 and over"
8607493350143614000,"NSW",9,"September",2023,"Single","Driver","Male","65 and over"
320202380115,"QLD",11,"November",2020,"Multiple","Pedestrian","Male","26-39"
320202548271,"QLD",12,"December",2020,"Multiple","Driver","Female","65 and over"
946888188145607170,"QLD",10,"October",2024,"Multiple","Pedestrian","Male","26-39"
4202114732,"WA",8,"August",2021,"Multiple","Driver","Female","65 and over"
1219730570273697280,"SA",7,"July",2023,"Single","Pedal cyclist","Male","40-64"
72022164997,"NT",7,"July",2022,"Single","Passenger","Male","0-16"
1702883431291416060,"QLD",6,"June",2024,"Single","Driver","Male","65 and over"
120211253588,"NSW",1,"January",2021,"Single","Driver","Female","65 and over"
3811112271463925200,"NSW",6,"June",2023,"Multiple","Driver","Male","40-64"
4202114644,"WA",6,"June",2021,"Single","Driver","Male","26-39"
5897870834840582100,"WA",1,"January",2023,"Single","Driver","Male","40-64"
7160209738109113300,"VIC",4,"April",2023,"Multiple","Passenger","Female","26-39"
4097977584957673500,"QLD",7,"July",2024,"Single","Driver","Male","26-39"
120221287498,"NSW",4,"April",2022,"Multiple","Motorcycle rider","Male","26-39"
120221307854,"NSW",12,"December",2022,"Multiple","Motorcycle rider","Male","17-25"
788270490326749060,"WA",2,"February",2023,"Single","Driver","Male","17-25"
6892442226876458000,"QLD",9,"September",2023,"Single","Passenger","Male","26-39"
834640705654147200,"QLD",6,"June",2023,"Single","Pedestrian","Male","0-16"
320202012989,"QLD",9,"September",2020,"Single","Driver","Male","26-39"
7210861905594542100,"QLD",11,"November",2023,"Multiple","Motorcycle rider","Male","17-25"
120201225417,"NSW",2,"February",2020,"Single","Driver","Male","26-39"
3579129306760256000,"WA",1,"January",2024,"Single","Passenger","Male","17-25"
6996888135949015000,"VIC",12,"December",2020,"Multiple","Pedal cyclist","Male","40-64"
4400927509428150300,"QLD",6,"June",2024,"Multiple","Driver","Male","17-25"
4202114570,"WA",3,"March",2021,"Single","Motorcycle rider","Male","17-25"
6491945253337515000,"TAS",8,"August",2022,"Multiple","Passenger","Male","26-39"
916215505024159230,"NSW",9,"September",2023,"Single","Pedestrian","Male","65 and over"
393456897383137,"VIC",10,"October",2023,"Multiple","Motorcycle rider","Male","40-64"
5676991000874257400,"WA",1,"January",2023,"Single","Driver","Male","17-25"
320201175632,"QLD",6,"June",2020,"Single","Passenger","Female","0-16"
1123411012259596540,"NSW",9,"September",2023,"Multiple","Motorcycle rider","Male","26-39"
5936077663472346100,"QLD",1,"January",2024,"Single","Motorcycle rider","Male","17-25"
8477817868629363700,"WA",8,"August",2024,"Single","Passenger","Female","0-16"
1377897865344727040,"TAS",9,"September",2022,"Single","Motorcycle rider","Male","26-39"
520212100157002,"SA",7,"July",2021,"Single","Driver","Male","65 and over"
120221279178,"NSW",1,"January",2022,"Single","Motorcycle rider","Male","40-64"
120201249393,"NSW",12,"December",2020,"Single","Driver","Male","40-64"
120211252498,"NSW",1,"January",2021,"Multiple","Pedestrian","Female","0-16"
320210149153,"QLD",1,"January",2021,"Single","Driver","Male","26-39"
4202014312,"WA",7,"July",2020,"Multiple","Driver","Female","17-25"
3223460979726783500,"QLD",7,"July",2023,"Multiple","Driver","Male","40-64"
389759551005714430,"SA",10,"October",2023,"Multiple","Driver","Female","40-64"
9163546403551427600,"QLD",11,"November",2024,"Single","Motorcycle rider","Male","26-39"
7464901703252214800,"NT",7,"July",2024,"Single","Passenger","Female","65 and over"
524462421173380220,"NSW",4,"April",2023,"Single","Driver","Male","40-64"
7587967493078060000,"NSW",1,"January",2023,"Multiple","Driver","Male","26-39"
2859209647287473200,"VIC",5,"May",2024,"Multiple","Driver","Female","65 and over"
520212100132667,"SA",6,"June",2021,"Single","Passenger","Male","40-64"
391325368628914050,"VIC",7,"July",2022,"Multiple","Pedestrian","Male","40-64"
7092912305485562900,"VIC",1,"January",2022,"Multiple","Passenger","Female","65 and over"
5271767424946018300,"QLD",10,"October",2023,"Multiple","Passenger","Female","65 and over"
4202014444,"WA",11,"November",2020,"Single","Passenger","Female","0-16"
320211069422,"QLD",6,"June",2021,"Single","Driver","Male","17-25"
5496612460269187100,"VIC",7,"July",2023,"Multiple","Driver","Female","65 and over"
2846214363805210600,"WA",5,"May",2023,"Multiple","Driver","Male","65 and over"
8867464187697562600,"WA",4,"April",2022,"Single","Driver","Male","26-39"
6306998836222289900,"VIC",8,"August",2024,"Multiple","Pedal cyclist","Male","26-39"
520202000155521,"SA",7,"July",2020,"Single","Passenger","Male","17-25"
120221300738,"NSW",9,"September",2022,"Single","Passenger","Male","17-25"
7893927445503641600,"QLD",11,"November",2023,"Single","Passenger","Female","17-25"
320201103062,"QLD",5,"May",2020,"Multiple","Driver","Female","40-64"
520212100185628,"SA",8,"August",2021,"Single","Driver","Male","65 and over"
520212100235033,"SA",10,"October",2021,"Single","Driver","Male","40-64"
3108231279634226200,"VIC",6,"June",2024,"Single","Motorcycle rider","Male","40-64"
1900100825374077440,"TAS",8,"August",2021,"Multiple","Passenger","Male","40-64"
4202114587,"WA",4,"April",2021,"Multiple","Pedal cyclist","Male","17-25"
3331924513640682000,"VIC",8,"August",2022,"Single","Passenger","Male","0-16"
8779013987089932300,"NSW",1,"January",2023,"Multiple","Passenger","Male","0-16"
8386875256845774800,"NSW",7,"July",2024,"Multiple","Driver","Male","40-64"
4085860510250400300,"QLD",7,"July",2022,"Single","Driver","Male","17-25"
8834819966890740700,"WA",10,"October",2024,"Single","Driver","Male","65 and over"
6962889600270026800,"WA",10,"October",2024,"Single","Passenger","Male","17-25"
8095591131171254300,"VIC",9,"September",2023,"Multiple","Driver","Female","65 and over"
320211279528,"QLD",7,"July",2021,"Single","Motorcycle rider","Male","40-64"
7252773505053323300,"VIC",6,"June",2021,"Multiple","Driver","Male","65 and over"
5109335137779697700,"VIC",1,"January",2022,"Single","Motorcycle rider","Male","65 and over"
860276173410408960,"VIC",8,"August",2024,"Single","Pedestrian","Male","26-39"
9111275527140005900,"VIC",12,"December",2021,"Multiple","Passenger","Female","65 and over"
802345260301800190,"NSW",12,"December",2023,"Single","Driver","Male","17-25"
2606238263357870600,"NSW",11,"November",2023,"Single","Driver","Male","40-64"
120201242294,"NSW",9,"September",2020,"Single","Pedestrian","Male","40-64"
72022164859,"NT",5,"May",2022,"Single","Unknown","Male","40-64"
5439724362808154100,"VIC",12,"December",2023,"Multiple","Driver","Male","26-39"
2266670124724807680,"VIC",2,"February",2020,"Multiple","Passenger","Female","65 and over"
320201331755,"QLD",6,"June",2020,"Single","Passenger","Male","17-25"
7474261594158601200,"QLD",9,"September",2024,"Multiple","Driver","Female","17-25"
520222200200718,"SA",9,"September",2022,"Single","Driver","Male","17-25"
120221280502,"NSW",1,"January",2022,"Single","Pedestrian","Male","17-25"
4202114733,"WA",8,"August",2021,"Multiple","Pedestrian","Male","17-25"
7554489266921551900,"VIC",8,"August",2021,"Single","Pedestrian","Female","65 and over"
8641542042202892300,"QLD",9,"September",2024,"Single","Pedestrian","Female","26-39"
120211254847,"NSW",2,"February",2021,"Single","Passenger","Male","0-16"
2343831224835957800,"QLD",8,"August",2022,"Single","Driver","Male","65 and over"
6818199722752466900,"QLD",12,"December",2024,"Single","Driver","Female","40-64"
4202014305,"WA",6,"June",2020,"Single","Driver","Male","17-25"
4202114602,"WA",4,"April",2021,"Multiple","Driver","Female","17-25"
5905244237519206400,"QLD",12,"December",2023,"Multiple","Driver","Male","65 and over"
320202522617,"QLD",12,"December",2020,"Single","Pedestrian","Female","40-64"
5429542154557474800,"QLD",2,"February",2024,"Multiple","Pedal cyclist","Male","40-64"
2101664719190489600,"WA",8,"August",2024,"Multiple","Driver","Male","65 and over"
5111874127070025700,"WA",12,"December",2024,"Single","Driver","Male","26-39"
120201235437,"NSW",7,"July",2020,"Single","Pedestrian","Male","26-39"
6945119178980088800,"NSW",7,"July",2023,"Multiple","Motorcycle rider","Male","0-16"
3100634343266365400,"VIC",11,"November",2023,"Multiple","Driver","Male","40-64"
5134693895292179500,"QLD",12,"December",2023,"Multiple","Passenger","Male","17-25"
2277740972797493760,"VIC",11,"November",2024,"Multiple","Driver","Male","65 and over"
8574915076170901500,"VIC",8,"August",2022,"Multiple","Driver","Male","65 and over"
9081710130168517600,"NSW",10,"October",2024,"Single","Driver","Male","26-39"
320201403577,"QLD",7,"July",2020,"Single","Pedestrian","Male","40-64"
8659184859117578200,"NSW",12,"December",2024,"Single","Driver","Male","65 and over"
1280131251366637570,"QLD",12,"December",2022,"Single","Driver","Male","17-25"
8601793136656140300,"SA",11,"November",2024,"Single","Motorcycle rider","Male","26-39"
597419367793727870,"VIC",12,"December",2022,"Single","Driver","Male","40-64"
120201236009,"NSW",7,"July",2020,"Multiple","Motorcycle pillion passenger","Female","40-64"
7016017294085870600,"WA",4,"April",2024,"Single","Driver","Male","40-64"
120221306092,"NSW",11,"November",2022,"Single","Driver","Male","26-39"
1820154332711874560,"QLD",10,"October",2023,"Single","Motorcycle rider","Male","40-64"
8496007504258579500,"NSW",10,"October",2024,"Multiple","Driver","Male","40-64"
3529428332652506100,"QLD",12,"December",2024,"Multiple","Driver","Male","65 and over"
120201240679,"NSW",9,"September",2020,"Multiple","Motorcycle rider","Female","40-64"
448939215010167620,"VIC",7,"July",2021,"Multiple","Pedestrian","Female","40-64"
8950619276693469200,"SA",3,"March",2024,"Single","Motorcycle rider","Male","65 and over"
6568141621720012800,"NSW",7,"July",2024,"Multiple","Motorcycle rider","Male","0-16"
3244873855837543900,"TAS",6,"June",2023,"Multiple","Driver","Male","40-64"
6577046551943513100,"VIC",11,"November",2022,"Multiple","Pedal cyclist","Male","26-39"
5347745841838995500,"NSW",11,"November",2024,"Multiple","Driver","Female","65 and over"
520212100095678,"SA",4,"April",2021,"Single","Pedestrian","Female","17-25"
120201241938,"NSW",9,"September",2020,"Multiple","Passenger","Female","0-16"
520222200161424,"SA",7,"July",2022,"Single","Driver","Female","17-25"
120211258678,"NSW",4,"April",2021,"Single","Passenger","Female","40-64"
520202000212720,"SA",9,"September",2020,"Multiple","Driver","Female","17-25"
120201233666,"NSW",6,"June",2020,"Multiple","Driver","Male","26-39"
8815483581229074400,"QLD",10,"October",2023,"Single","Driver","Male","17-25"
120211274634,"NSW",10,"October",2021,"Single","Motorcycle rider","Male","40-64"
4941318238868343800,"QLD",3,"March",2024,"Single","Motorcycle rider","Female","26-39"
120221287499,"NSW",4,"April",2022,"Single","Motorcycle rider","Male","17-25"
520202000289604,"SA",12,"December",2020,"Multiple","Motorcycle rider","Male","26-39"
7677972059708570600,"QLD",12,"December",2024,"Multiple","Driver","Male","26-39"
520222200051783,"SA",3,"March",2022,"Single","Driver","Female","17-25"
320202480688,"QLD",12,"December",2020,"Multiple","Driver","Female","40-64"
2753520332217244700,"WA",4,"April",2022,"Multiple","Motorcycle rider","Male","65 and over"
1271169255188279040,"VIC",6,"June",2022,"Single","Driver","Male","26-39"
6758272696566530000,"QLD",7,"July",2023,"Multiple","Driver","Female","26-39"
6899680189069913100,"WA",1,"January",2024,"Single","Pedal cyclist","Male","40-64"
520212100280230,"SA",12,"December",2021,"Single","Driver","Male","26-39"
320202024283,"QLD",9,"September",2020,"Multiple","Driver","Female","26-39"
2826519157978673200,"NSW",8,"August",2023,"Multiple","Passenger","Male","0-16"
3907393878097613800,"QLD",2,"February",2022,"Single","Driver","Male","65 and over"
120201236008,"NSW",7,"July",2020,"Single","Passenger","Male","17-25"
1835340747259088640,"VIC",10,"October",2022,"Multiple","Driver","Male","65 and over"
120211266632,"NSW",6,"June",2021,"Multiple","Passenger","Female","65 and over"
350655617898355780,"QLD",5,"May",2022,"Multiple","Motorcycle rider","Male","26-39"
5764904298137421800,"SA",11,"November",2023,"Multiple","Motorcycle rider","Male","40-64"
320201686326,"QLD",8,"August",2020,"Single","Passenger","Female","17-25"
120221305508,"NSW",11,"November",2022,"Multiple","Motorcycle rider","Male","17-25"
1695048992956318720,"VIC",12,"December",2024,"Multiple","Motorcycle rider","Male","40-64"
120211254271,"NSW",2,"February",2021,"Single","Driver","Male","17-25"
8534091042547719200,"WA",8,"August",2024,"Single","Driver","Male","26-39"
7505278408160702500,"VIC",4,"April",2023,"Single","Motorcycle rider","Male","17-25"
7461680830635964400,"VIC",3,"March",2021,"Single","Motorcycle rider","Male","26-39"
820222022114,"ACT",10,"October",2022,"Multiple","Passenger","Male","17-25"
120211272459,"NSW",6,"June",2021,"Multiple","Motorcycle rider","Male","26-39"
320201795900,"QLD",8,"August",2020,"Single","Passenger","Female","65 and over"
72020159459,"NT",2,"February",2020,"Multiple","Driver","Female","26-39"
8961537979758531600,"QLD",1,"January",2024,"Single","Driver","Male","26-39"
4358983498595883500,"NSW",12,"December",2023,"Multiple","Passenger","Male","17-25"
320201705118,"QLD",8,"August",2020,"Multiple","Pedal cyclist","Male","0-16"
2891767826266358300,"NSW",7,"July",2024,"Multiple","Driver","Male","26-39"
4715029654697001000,"NSW",2,"February",2024,"Multiple","Driver","Male","65 and over"
120211273449,"NSW",10,"October",2021,"Single","Motorcycle pillion passenger","Female","17-25"
4202114754,"WA",9,"September",2021,"Single","Driver","Male","17-25"
120221301783,"NSW",10,"October",2022,"Single","Pedestrian","Female","40-64"
5357310818723054600,"QLD",6,"June",2022,"Single","Motorcycle rider","Male","26-39"
923756983035925760,"VIC",5,"May",2021,"Multiple","Driver","Male","40-64"
435539148224480190,"WA",6,"June",2022,"Single","Driver","Male","17-25"
320211919789,"QLD",10,"October",2021,"Multiple","Passenger","Female","40-64"
5999415996248440800,"VIC",4,"April",2020,"Single","Driver","Male","26-39"
7074060311202688000,"WA",10,"October",2023,"Single","Pedal cyclist","Male","65 and over"
120201248097,"NSW",12,"December",2020,"Single","Driver","Male","26-39"
107549724904714000,"NSW",7,"July",2024,"Multiple","Driver","Female","40-64"
120221280511,"NSW",1,"January",2022,"Single","Driver","Female","40-64"
72021163796,"NT",12,"December",2021,"Single","Passenger","Female","40-64"
520222200191638,"SA",8,"August",2022,"Single","Driver","Male","40-64"
4435121372533038100,"QLD",9,"September",2022,"Single","Motorcycle rider","Male","0-16"
4422250683231264800,"VIC",6,"June",2022,"Single","Pedestrian","Male","0-16"
7061639137865743400,"NSW",12,"December",2024,"Multiple","Driver","Female","65 and over"
3711377007027628500,"VIC",5,"May",2023,"Single","Passenger","Female","40-64"
1783414766876198140,"NSW",9,"September",2023,"Multiple","Passenger","Female","26-39"
6589699746392643600,"WA",11,"November",2022,"Single","Motorcycle rider","Male","65 and over"
1655902082350851330,"QLD",1,"January",2024,"Multiple","Driver","Male","40-64"
